Timestamp,Date,User_Group,VLAN,Source_IP,Application,Traffic_MB,Action,Connection_Type
2026-02-28 01:25:56,2026-02-28,Staff,VLAN 30,10.1.30.138,Active Directory,44.51,Permit,Wired
2026-03-11 12:47:56,2026-03-11,Finance,VLAN 30,10.1.30.89,Radius,19.94,Permit,Wi-Fi
2026-02-16 23:27:25,2026-02-16,IT,VLAN 20,10.1.20.32,Active Directory,40.53,Permit,Wired
2026-03-04 19:56:40,2026-03-04,Guest,VLAN 40,10.1.40.152,SMB,316.31,Deny,Wi-Fi
2026-02-16 19:19:02,2026-02-16,HR,VLAN 30,10.1.30.26,SMB,477.12,Deny,Wi-Fi
2026-03-08 03:37:57,2026-03-08,Guest,VLAN 40,10.1.40.142,Radius,25.24,Deny,Wi-Fi
2026-02-21 10:40:19,2026-02-21,HR,VLAN 30,10.1.30.16,Radius,15.4,Permit,Wi-Fi
2026-03-08 15:32:11,2026-03-08,IT,VLAN 20,10.1.20.40,FTP,40.86,Permit,Wi-Fi
2026-02-17 13:07:02,2026-02-17,Guest,VLAN 40,10.1.40.168,SMB,103.97,Deny,Wi-Fi
2026-02-16 10:35:42,2026-02-16,Finance,VLAN 30,10.1.30.97,SSH,5.73,Deny,Wired
2026-02-18 05:09:27,2026-02-18,Finance,VLAN 30,10.1.30.97,FTP,464.53,Permit,Wi-Fi
2026-02-27 12:40:45,2026-02-27,HR,VLAN 30,10.1.30.23,SMB,889.68,Deny,Wi-Fi
2026-02-16 02:27:21,2026-02-16,Guest,VLAN 40,10.1.40.182,FTP,465.52,Deny,Wi-Fi
2026-02-10 18:57:44,2026-02-10,Finance,VLAN 30,10.1.30.86,DNS,45.28,Deny,Wired
2026-02-23 09:28:32,2026-02-23,Staff,VLAN 30,10.1.30.133,Active Directory,41.75,Permit,Wi-Fi
2026-02-10 22:33:35,2026-02-10,Guest,VLAN 40,10.1.40.193,HTTPS,722.62,Permit,Wi-Fi
2026-03-01 16:45:48,2026-03-01,Guest,VLAN 40,10.1.40.32,SSH,12.0,Deny,Wi-Fi
2026-02-18 08:32:27,2026-02-18,Guest,VLAN 40,10.1.40.29,SSH,36.54,Deny,Wi-Fi
2026-02-26 18:25:35,2026-02-26,HR,VLAN 30,10.1.30.31,SMB,100.61,Permit,Wired
2026-03-10 23:03:33,2026-03-10,Finance,VLAN 30,10.1.30.97,DNS,30.12,Permit,Wi-Fi
2026-02-11 05:38:16,2026-02-11,Guest,VLAN 40,10.1.40.26,Active Directory,44.81,Deny,Wi-Fi
2026-02-15 06:01:49,2026-02-15,Staff,VLAN 30,10.1.30.174,HTTP,8.99,Deny,Wi-Fi
2026-02-12 09:07:03,2026-02-12,Guest,VLAN 40,10.1.40.159,HTTP,22.42,Permit,Wi-Fi
2026-03-05 09:58:07,2026-03-05,Finance,VLAN 30,10.1.30.82,HTTP,7.76,Permit,Wired
2026-02-21 03:29:37,2026-02-21,Finance,VLAN 30,10.1.30.59,SMB,475.92,Deny,Wi-Fi
2026-02-12 23:32:45,2026-02-12,HR,VLAN 30,10.1.30.44,HTTPS,591.11,Permit,Wi-Fi
2026-02-22 00:32:57,2026-02-22,Guest,VLAN 40,10.1.40.99,HTTPS,307.56,Deny,Wi-Fi
2026-03-02 14:54:04,2026-03-02,IT,VLAN 20,10.1.20.35,FTP,507.53,Deny,Wired
2026-02-20 18:23:28,2026-02-20,Staff,VLAN 30,10.1.30.136,HTTP,23.85,Permit,Wired
2026-02-17 00:57:32,2026-02-17,Staff,VLAN 30,10.1.30.192,DNS,4.93,Permit,Wired
2026-02-22 19:45:18,2026-02-22,Finance,VLAN 30,10.1.30.70,SSH,26.23,Permit,Wired
2026-03-03 20:38:33,2026-03-03,Finance,VLAN 30,10.1.30.86,HTTPS,795.91,Deny,Wired
2026-02-15 17:28:59,2026-02-15,Guest,VLAN 40,10.1.40.13,HTTPS,39.02,Permit,Wi-Fi
2026-02-22 13:47:35,2026-02-22,Staff,VLAN 30,10.1.30.121,HTTPS,161.89,Permit,Wired
2026-02-20 23:08:58,2026-02-20,HR,VLAN 30,10.1.30.24,DNS,6.16,Permit,Wi-Fi
2026-02-28 06:55:53,2026-02-28,Guest,VLAN 40,10.1.40.157,DNS,45.32,Permit,Wi-Fi
2026-02-21 22:33:12,2026-02-21,Finance,VLAN 30,10.1.30.80,HTTPS,295.64,Permit,Wired
2026-03-02 02:41:00,2026-03-02,IT,VLAN 20,10.1.20.34,SSH,29.94,Permit,Wired
2026-03-06 09:19:44,2026-03-06,HR,VLAN 30,10.1.30.15,SMB,142.95,Deny,Wi-Fi
2026-02-22 23:40:15,2026-02-22,Guest,VLAN 40,10.1.40.101,SMB,286.74,Deny,Wi-Fi
2026-03-11 04:27:16,2026-03-11,Finance,VLAN 30,10.1.30.98,DNS,38.62,Deny,Wi-Fi
2026-02-18 22:39:34,2026-02-18,HR,VLAN 30,10.1.30.10,HTTPS,409.05,Deny,Wired
2026-02-15 06:33:43,2026-02-15,Finance,VLAN 30,10.1.30.57,HTTPS,41.29,Permit,Wired
2026-02-19 13:38:14,2026-02-19,Staff,VLAN 30,10.1.30.189,SMB,170.65,Deny,Wi-Fi
2026-02-17 18:39:06,2026-02-17,Staff,VLAN 30,10.1.30.151,SMB,463.09,Permit,Wi-Fi
2026-03-01 18:45:11,2026-03-01,Staff,VLAN 30,10.1.30.155,HTTP,32.26,Deny,Wired
2026-02-15 02:01:41,2026-02-15,Staff,VLAN 30,10.1.30.184,FTP,653.2,Deny,Wi-Fi
2026-02-24 05:17:31,2026-02-24,IT,VLAN 20,10.1.20.17,Radius,15.51,Permit,Wi-Fi
2026-03-05 12:22:50,2026-03-05,Finance,VLAN 30,10.1.30.82,FTP,916.63,Permit,Wired
2026-02-26 03:43:19,2026-02-26,HR,VLAN 30,10.1.30.45,HTTP,3.75,Permit,Wi-Fi
2026-02-17 23:20:02,2026-02-17,IT,VLAN 20,10.1.20.44,HTTP,41.94,Permit,Wired
2026-02-27 10:01:38,2026-02-27,Guest,VLAN 40,10.1.40.167,Active Directory,23.55,Deny,Wi-Fi
2026-02-18 05:05:28,2026-02-18,IT,VLAN 20,10.1.20.48,FTP,252.56,Permit,Wi-Fi
2026-03-06 17:24:07,2026-03-06,Guest,VLAN 40,10.1.40.170,HTTP,7.29,Permit,Wi-Fi
2026-02-27 21:18:04,2026-02-27,IT,VLAN 20,10.1.20.33,HTTP,47.42,Permit,Wi-Fi
2026-02-16 06:51:35,2026-02-16,Staff,VLAN 30,10.1.30.158,Active Directory,48.5,Permit,Wi-Fi
2026-03-04 09:12:28,2026-03-04,Staff,VLAN 30,10.1.30.169,DNS,32.32,Deny,Wired
2026-02-20 05:56:15,2026-02-20,Staff,VLAN 30,10.1.30.152,HTTPS,180.09,Permit,Wi-Fi
2026-02-22 18:19:45,2026-02-22,HR,VLAN 30,10.1.30.47,SMB,656.99,Deny,Wi-Fi
2026-03-04 07:23:51,2026-03-04,HR,VLAN 30,10.1.30.22,Active Directory,11.84,Deny,Wired
2026-02-24 21:07:36,2026-02-24,Staff,VLAN 30,10.1.30.174,SSH,46.16,Deny,Wi-Fi
2026-02-20 18:03:59,2026-02-20,HR,VLAN 30,10.1.30.20,SSH,12.96,Permit,Wired
2026-02-25 13:08:38,2026-02-25,HR,VLAN 30,10.1.30.41,DNS,13.79,Permit,Wired
2026-03-09 02:54:17,2026-03-09,Guest,VLAN 40,10.1.40.199,SMB,723.08,Deny,Wi-Fi
2026-02-28 09:34:32,2026-02-28,Guest,VLAN 40,10.1.40.110,DNS,10.99,Permit,Wi-Fi
2026-03-10 03:44:02,2026-03-10,Guest,VLAN 40,10.1.40.50,SSH,17.81,Deny,Wi-Fi
2026-03-01 01:08:56,2026-03-01,Finance,VLAN 30,10.1.30.91,SMB,152.35,Permit,Wi-Fi
2026-02-20 04:25:25,2026-02-20,Staff,VLAN 30,10.1.30.154,HTTP,27.51,Permit,Wired
2026-03-06 07:06:51,2026-03-06,Finance,VLAN 30,10.1.30.55,SSH,44.75,Permit,Wi-Fi
2026-03-05 03:58:59,2026-03-05,IT,VLAN 20,10.1.20.39,HTTPS,30.3,Permit,Wired
2026-02-24 14:42:03,2026-02-24,Guest,VLAN 40,10.1.40.29,FTP,212.45,Deny,Wi-Fi
2026-02-18 02:53:04,2026-02-18,Finance,VLAN 30,10.1.30.99,HTTP,1.66,Permit,Wi-Fi
2026-02-10 22:54:18,2026-02-10,Finance,VLAN 30,10.1.30.98,SSH,20.97,Deny,Wi-Fi
2026-02-17 13:55:19,2026-02-17,IT,VLAN 20,10.1.20.22,Active Directory,47.3,Permit,Wi-Fi
2026-02-28 23:42:10,2026-02-28,HR,VLAN 30,10.1.30.11,HTTPS,333.62,Deny,Wi-Fi
2026-03-04 15:49:08,2026-03-04,Finance,VLAN 30,10.1.30.68,SSH,16.91,Permit,Wired
2026-02-25 02:34:23,2026-02-25,Staff,VLAN 30,10.1.30.155,DNS,25.83,Deny,Wi-Fi
2026-02-12 00:01:24,2026-02-12,IT,VLAN 20,10.1.20.39,DNS,19.17,Permit,Wired
2026-02-20 01:58:09,2026-02-20,Finance,VLAN 30,10.1.30.80,Active Directory,8.09,Permit,Wired
2026-03-10 05:05:18,2026-03-10,Finance,VLAN 30,10.1.30.67,DNS,26.04,Permit,Wi-Fi
2026-02-15 01:50:06,2026-02-15,Staff,VLAN 30,10.1.30.119,Radius,32.44,Permit,Wired
2026-02-14 16:32:41,2026-02-14,Guest,VLAN 40,10.1.40.130,FTP,769.18,Deny,Wi-Fi
2026-02-22 19:24:33,2026-02-22,Staff,VLAN 30,10.1.30.118,HTTPS,273.22,Deny,Wi-Fi
2026-02-22 23:16:38,2026-02-22,IT,VLAN 20,10.1.20.41,SMB,191.17,Permit,Wi-Fi
2026-02-14 22:18:25,2026-02-14,Staff,VLAN 30,10.1.30.150,SMB,753.14,Permit,Wired
2026-03-06 06:52:09,2026-03-06,IT,VLAN 20,10.1.20.28,Active Directory,48.01,Permit,Wired
2026-02-13 20:23:22,2026-02-13,Guest,VLAN 40,10.1.40.197,SSH,11.26,Deny,Wi-Fi
2026-02-15 02:33:35,2026-02-15,Guest,VLAN 40,10.1.40.127,HTTP,44.83,Permit,Wi-Fi
2026-02-11 10:27:15,2026-02-11,IT,VLAN 20,10.1.20.22,SMB,60.1,Permit,Wi-Fi
2026-03-07 01:32:47,2026-03-07,Finance,VLAN 30,10.1.30.87,HTTP,43.38,Deny,Wi-Fi
2026-03-10 13:41:39,2026-03-10,HR,VLAN 30,10.1.30.21,FTP,848.93,Deny,Wired
2026-03-01 15:12:19,2026-03-01,Guest,VLAN 40,10.1.40.189,HTTPS,112.24,Permit,Wi-Fi
2026-02-13 21:29:04,2026-02-13,Finance,VLAN 30,10.1.30.80,SSH,27.62,Permit,Wired
2026-02-25 01:28:53,2026-02-25,Finance,VLAN 30,10.1.30.57,HTTPS,870.67,Deny,Wired
2026-02-21 04:33:19,2026-02-21,Guest,VLAN 40,10.1.40.16,DNS,20.06,Deny,Wi-Fi
2026-03-11 12:13:24,2026-03-11,Staff,VLAN 30,10.1.30.122,HTTP,38.83,Permit,Wired
2026-02-18 16:23:26,2026-02-18,Finance,VLAN 30,10.1.30.60,DNS,8.15,Permit,Wired
2026-03-02 08:24:09,2026-03-02,Finance,VLAN 30,10.1.30.51,Radius,15.22,Permit,Wired
2026-02-10 08:09:56,2026-02-10,HR,VLAN 30,10.1.30.17,DNS,15.94,Permit,Wired
2026-02-27 20:31:04,2026-02-27,Finance,VLAN 30,10.1.30.85,SMB,50.02,Deny,Wi-Fi
2026-03-10 17:29:07,2026-03-10,IT,VLAN 20,10.1.20.42,SMB,733.14,Permit,Wi-Fi
2026-03-11 11:18:06,2026-03-11,HR,VLAN 30,10.1.30.29,HTTPS,275.36,Deny,Wi-Fi
2026-02-25 23:53:38,2026-02-25,IT,VLAN 20,10.1.20.28,SMB,396.51,Permit,Wi-Fi
2026-03-05 21:14:57,2026-03-05,Guest,VLAN 40,10.1.40.195,SMB,852.97,Deny,Wi-Fi
2026-02-24 17:40:08,2026-02-24,Finance,VLAN 30,10.1.30.61,DNS,38.46,Permit,Wi-Fi
2026-02-12 10:50:40,2026-02-12,Finance,VLAN 30,10.1.30.81,HTTPS,137.7,Deny,Wired
2026-02-25 12:06:55,2026-02-25,Staff,VLAN 30,10.1.30.105,SMB,782.38,Permit,Wired
2026-02-26 00:16:45,2026-02-26,IT,VLAN 20,10.1.20.49,FTP,654.19,Deny,Wi-Fi
2026-02-14 01:55:43,2026-02-14,Finance,VLAN 30,10.1.30.73,Radius,15.56,Permit,Wired
2026-02-22 19:54:51,2026-02-22,HR,VLAN 30,10.1.30.15,FTP,900.91,Permit,Wired
2026-03-09 21:16:43,2026-03-09,Guest,VLAN 40,10.1.40.173,SSH,15.66,Deny,Wi-Fi
2026-03-08 12:06:26,2026-03-08,Finance,VLAN 30,10.1.30.90,HTTPS,126.01,Permit,Wi-Fi
2026-02-19 00:51:12,2026-02-19,Staff,VLAN 30,10.1.30.156,SMB,778.21,Permit,Wi-Fi
2026-03-04 21:06:03,2026-03-04,Staff,VLAN 30,10.1.30.128,Radius,3.9,Permit,Wi-Fi
2026-02-22 07:25:00,2026-02-22,HR,VLAN 30,10.1.30.49,Radius,28.48,Deny,Wired
2026-02-12 06:04:59,2026-02-12,Guest,VLAN 40,10.1.40.133,DNS,46.28,Permit,Wi-Fi
2026-02-19 12:20:24,2026-02-19,Guest,VLAN 40,10.1.40.81,SSH,14.09,Deny,Wi-Fi
2026-02-27 05:19:43,2026-02-27,Finance,VLAN 30,10.1.30.51,HTTPS,263.0,Permit,Wired
2026-02-10 17:51:04,2026-02-10,Staff,VLAN 30,10.1.30.123,SMB,978.23,Deny,Wired
2026-02-11 23:44:39,2026-02-11,HR,VLAN 30,10.1.30.38,Radius,3.4,Permit,Wi-Fi
2026-02-19 03:30:10,2026-02-19,Finance,VLAN 30,10.1.30.58,FTP,227.93,Deny,Wired
2026-03-08 18:52:53,2026-03-08,Finance,VLAN 30,10.1.30.52,Radius,23.23,Permit,Wired
2026-03-02 05:05:03,2026-03-02,Finance,VLAN 30,10.1.30.88,SMB,554.42,Deny,Wi-Fi
2026-02-11 23:02:51,2026-02-11,Guest,VLAN 40,10.1.40.103,HTTP,30.19,Deny,Wi-Fi
2026-02-15 13:51:16,2026-02-15,Guest,VLAN 40,10.1.40.135,Active Directory,12.27,Deny,Wi-Fi
2026-03-02 18:06:03,2026-03-02,Staff,VLAN 30,10.1.30.183,SMB,624.27,Permit,Wired
2026-02-16 16:11:11,2026-02-16,Staff,VLAN 30,10.1.30.152,SMB,142.48,Deny,Wired
2026-03-09 06:40:35,2026-03-09,Staff,VLAN 30,10.1.30.199,HTTP,43.71,Permit,Wired
2026-03-08 09:45:29,2026-03-08,HR,VLAN 30,10.1.30.21,FTP,922.74,Permit,Wired
2026-02-16 00:27:23,2026-02-16,Guest,VLAN 40,10.1.40.164,HTTPS,220.69,Deny,Wi-Fi
2026-02-15 19:44:18,2026-02-15,HR,VLAN 30,10.1.30.34,Radius,19.52,Deny,Wired
2026-02-16 20:02:12,2026-02-16,Guest,VLAN 40,10.1.40.89,SMB,556.13,Deny,Wi-Fi
2026-02-16 16:34:02,2026-02-16,Finance,VLAN 30,10.1.30.79,DNS,10.45,Permit,Wi-Fi
2026-03-10 08:45:54,2026-03-10,Finance,VLAN 30,10.1.30.58,Active Directory,14.29,Deny,Wi-Fi
2026-03-08 05:40:37,2026-03-08,HR,VLAN 30,10.1.30.46,HTTP,23.22,Permit,Wired
2026-02-11 22:16:56,2026-02-11,Guest,VLAN 40,10.1.40.22,Radius,27.53,Deny,Wi-Fi
2026-02-12 03:50:12,2026-02-12,HR,VLAN 30,10.1.30.46,SMB,89.85,Deny,Wi-Fi
2026-02-24 15:32:35,2026-02-24,HR,VLAN 30,10.1.30.16,SMB,530.84,Deny,Wired
2026-02-16 10:58:34,2026-02-16,IT,VLAN 20,10.1.20.27,Radius,25.16,Permit,Wired
2026-02-19 22:18:37,2026-02-19,Staff,VLAN 30,10.1.30.122,Active Directory,42.8,Permit,Wi-Fi
2026-02-20 17:46:23,2026-02-20,HR,VLAN 30,10.1.30.26,DNS,27.33,Deny,Wi-Fi
2026-02-28 23:23:33,2026-02-28,Staff,VLAN 30,10.1.30.102,SMB,608.93,Deny,Wi-Fi
2026-03-04 11:57:29,2026-03-04,Finance,VLAN 30,10.1.30.79,DNS,29.97,Permit,Wired
2026-02-10 17:36:44,2026-02-10,IT,VLAN 20,10.1.20.46,SSH,28.91,Permit,Wired
2026-03-04 07:49:26,2026-03-04,HR,VLAN 30,10.1.30.44,SMB,1010.33,Permit,Wired
2026-02-12 02:45:39,2026-02-12,Finance,VLAN 30,10.1.30.91,Radius,30.06,Permit,Wi-Fi
2026-03-01 08:26:07,2026-03-01,Staff,VLAN 30,10.1.30.179,Radius,27.28,Deny,Wi-Fi
2026-02-10 09:36:08,2026-02-10,Staff,VLAN 30,10.1.30.131,SSH,15.9,Permit,Wired
2026-03-07 07:41:05,2026-03-07,HR,VLAN 30,10.1.30.39,DNS,49.86,Permit,Wired
2026-03-05 08:47:28,2026-03-05,Guest,VLAN 40,10.1.40.137,FTP,304.17,Deny,Wi-Fi
2026-03-09 23:45:03,2026-03-09,Finance,VLAN 30,10.1.30.98,SSH,24.34,Permit,Wired
2026-03-11 17:13:33,2026-03-11,Finance,VLAN 30,10.1.30.96,Active Directory,21.26,Permit,Wi-Fi
2026-02-10 17:30:51,2026-02-10,Guest,VLAN 40,10.1.40.149,SSH,29.45,Deny,Wi-Fi
2026-02-14 12:56:46,2026-02-14,Finance,VLAN 30,10.1.30.58,SMB,102.86,Permit,Wi-Fi
2026-03-06 03:47:45,2026-03-06,HR,VLAN 30,10.1.30.43,SSH,7.03,Permit,Wi-Fi
2026-02-09 19:35:46,2026-02-09,Finance,VLAN 30,10.1.30.56,SMB,765.92,Permit,Wired
2026-03-06 14:00:46,2026-03-06,IT,VLAN 20,10.1.20.16,HTTP,12.66,Deny,Wi-Fi
2026-02-14 04:27:14,2026-02-14,HR,VLAN 30,10.1.30.25,HTTPS,37.32,Deny,Wi-Fi
2026-02-10 09:54:25,2026-02-10,IT,VLAN 20,10.1.20.10,FTP,102.95,Permit,Wi-Fi
2026-02-18 20:25:34,2026-02-18,Finance,VLAN 30,10.1.30.88,Active Directory,26.43,Deny,Wi-Fi
2026-03-05 17:15:39,2026-03-05,IT,VLAN 20,10.1.20.38,Radius,40.38,Permit,Wired
2026-02-12 18:36:58,2026-02-12,HR,VLAN 30,10.1.30.16,SMB,632.9,Permit,Wi-Fi
2026-03-04 13:26:46,2026-03-04,Guest,VLAN 40,10.1.40.75,HTTPS,843.01,Deny,Wi-Fi
2026-03-03 07:14:25,2026-03-03,Staff,VLAN 30,10.1.30.113,DNS,34.51,Permit,Wi-Fi
2026-02-26 08:45:02,2026-02-26,IT,VLAN 20,10.1.20.14,SMB,553.08,Deny,Wi-Fi
2026-02-15 05:21:37,2026-02-15,HR,VLAN 30,10.1.30.16,SMB,291.12,Permit,Wi-Fi
2026-03-07 05:12:30,2026-03-07,HR,VLAN 30,10.1.30.48,HTTP,36.99,Permit,Wi-Fi
2026-02-17 19:44:27,2026-02-17,IT,VLAN 20,10.1.20.35,Active Directory,41.75,Permit,Wi-Fi
2026-02-11 09:58:16,2026-02-11,Guest,VLAN 40,10.1.40.118,Radius,30.13,Deny,Wi-Fi
2026-03-09 23:40:34,2026-03-09,IT,VLAN 20,10.1.20.26,HTTP,40.47,Permit,Wi-Fi
2026-02-12 06:13:00,2026-02-12,Finance,VLAN 30,10.1.30.88,FTP,727.54,Permit,Wi-Fi
2026-02-13 15:41:07,2026-02-13,HR,VLAN 30,10.1.30.47,SMB,332.84,Permit,Wired
2026-03-11 10:32:21,2026-03-11,Finance,VLAN 30,10.1.30.99,SSH,47.01,Permit,Wired
2026-03-01 12:33:18,2026-03-01,Guest,VLAN 40,10.1.40.53,FTP,355.3,Deny,Wi-Fi
2026-03-07 06:06:13,2026-03-07,Staff,VLAN 30,10.1.30.131,Radius,12.91,Permit,Wi-Fi
2026-02-18 17:01:28,2026-02-18,IT,VLAN 20,10.1.20.12,HTTP,38.19,Permit,Wi-Fi
2026-03-01 15:49:45,2026-03-01,HR,VLAN 30,10.1.30.34,FTP,923.18,Permit,Wi-Fi
2026-02-21 00:52:47,2026-02-21,Guest,VLAN 40,10.1.40.186,Active Directory,13.37,Deny,Wi-Fi
2026-03-11 10:08:26,2026-03-11,Guest,VLAN 40,10.1.40.49,Active Directory,20.62,Deny,Wi-Fi
2026-02-19 15:19:39,2026-02-19,Finance,VLAN 30,10.1.30.90,HTTPS,959.66,Deny,Wi-Fi
2026-03-07 14:39:29,2026-03-07,Guest,VLAN 40,10.1.40.152,HTTPS,982.03,Permit,Wi-Fi
2026-02-25 07:41:54,2026-02-25,HR,VLAN 30,10.1.30.43,SSH,18.4,Permit,Wired
2026-02-20 13:03:45,2026-02-20,Guest,VLAN 40,10.1.40.153,Active Directory,39.6,Deny,Wi-Fi
2026-02-27 18:27:20,2026-02-27,IT,VLAN 20,10.1.20.23,DNS,20.48,Permit,Wi-Fi
2026-03-04 22:19:02,2026-03-04,IT,VLAN 20,10.1.20.19,SSH,10.66,Permit,Wired
2026-02-23 13:19:35,2026-02-23,Guest,VLAN 40,10.1.40.123,Radius,11.97,Deny,Wi-Fi
2026-02-18 23:06:19,2026-02-18,Staff,VLAN 30,10.1.30.148,FTP,734.65,Deny,Wired
2026-03-08 15:14:38,2026-03-08,Guest,VLAN 40,10.1.40.107,FTP,318.58,Deny,Wi-Fi
2026-03-07 13:16:44,2026-03-07,HR,VLAN 30,10.1.30.29,Radius,27.33,Deny,Wi-Fi
2026-02-28 09:33:48,2026-02-28,HR,VLAN 30,10.1.30.46,HTTPS,137.94,Permit,Wi-Fi
2026-02-18 06:35:42,2026-02-18,Guest,VLAN 40,10.1.40.32,HTTP,13.19,Deny,Wi-Fi
2026-03-06 16:51:51,2026-03-06,Guest,VLAN 40,10.1.40.119,DNS,47.92,Deny,Wi-Fi
2026-03-09 00:20:43,2026-03-09,IT,VLAN 20,10.1.20.44,DNS,17.79,Deny,Wi-Fi
2026-03-11 14:59:47,2026-03-11,Finance,VLAN 30,10.1.30.53,FTP,21.39,Permit,Wi-Fi
2026-02-19 08:33:21,2026-02-19,HR,VLAN 30,10.1.30.42,SMB,885.66,Permit,Wired
2026-03-09 05:44:43,2026-03-09,Guest,VLAN 40,10.1.40.59,HTTP,20.94,Permit,Wi-Fi
2026-03-03 23:15:11,2026-03-03,Finance,VLAN 30,10.1.30.85,DNS,25.55,Permit,Wi-Fi
2026-03-11 15:10:07,2026-03-11,HR,VLAN 30,10.1.30.23,Radius,19.56,Permit,Wi-Fi
2026-02-19 07:40:48,2026-02-19,Finance,VLAN 30,10.1.30.55,FTP,348.03,Permit,Wi-Fi
2026-02-23 03:58:22,2026-02-23,IT,VLAN 20,10.1.20.46,HTTP,29.26,Permit,Wi-Fi
2026-02-21 07:50:16,2026-02-21,Finance,VLAN 30,10.1.30.87,HTTPS,860.23,Permit,Wi-Fi
2026-02-20 10:27:25,2026-02-20,IT,VLAN 20,10.1.20.15,HTTP,34.6,Permit,Wired
2026-02-11 11:27:25,2026-02-11,Finance,VLAN 30,10.1.30.68,FTP,335.36,Deny,Wired
2026-02-18 19:38:43,2026-02-18,Guest,VLAN 40,10.1.40.71,Active Directory,40.29,Deny,Wi-Fi
2026-03-03 04:45:41,2026-03-03,IT,VLAN 20,10.1.20.35,SSH,25.65,Permit,Wi-Fi
2026-02-25 23:14:41,2026-02-25,Finance,VLAN 30,10.1.30.74,SSH,39.15,Permit,Wi-Fi
2026-03-06 05:41:06,2026-03-06,HR,VLAN 30,10.1.30.11,HTTPS,1013.48,Deny,Wired
2026-02-10 10:59:58,2026-02-10,HR,VLAN 30,10.1.30.17,Active Directory,6.47,Permit,Wired
2026-02-22 23:33:05,2026-02-22,IT,VLAN 20,10.1.20.25,FTP,586.37,Permit,Wired
2026-02-22 00:49:37,2026-02-22,Finance,VLAN 30,10.1.30.55,SMB,65.29,Deny,Wi-Fi
2026-02-26 23:29:15,2026-02-26,IT,VLAN 20,10.1.20.33,DNS,35.74,Permit,Wired
2026-03-03 10:51:47,2026-03-03,IT,VLAN 20,10.1.20.43,SSH,8.09,Deny,Wi-Fi
2026-02-13 07:33:05,2026-02-13,Finance,VLAN 30,10.1.30.57,DNS,29.01,Permit,Wi-Fi
2026-02-16 04:23:38,2026-02-16,Finance,VLAN 30,10.1.30.93,SMB,85.09,Permit,Wi-Fi
2026-03-01 08:05:41,2026-03-01,Guest,VLAN 40,10.1.40.155,SSH,33.34,Deny,Wi-Fi
2026-03-05 19:24:01,2026-03-05,Finance,VLAN 30,10.1.30.99,SMB,891.82,Permit,Wired
2026-03-02 15:48:34,2026-03-02,Finance,VLAN 30,10.1.30.96,Radius,12.09,Permit,Wi-Fi
2026-02-14 06:52:24,2026-02-14,HR,VLAN 30,10.1.30.24,FTP,983.37,Permit,Wi-Fi
2026-02-12 15:02:43,2026-02-12,Staff,VLAN 30,10.1.30.108,Radius,47.18,Permit,Wired
2026-02-13 05:53:00,2026-02-13,Staff,VLAN 30,10.1.30.111,FTP,186.41,Deny,Wired
2026-03-06 06:22:46,2026-03-06,IT,VLAN 20,10.1.20.19,SMB,252.95,Deny,Wi-Fi
2026-02-28 04:24:08,2026-02-28,Finance,VLAN 30,10.1.30.69,HTTPS,940.9,Permit,Wired
2026-02-11 12:58:09,2026-02-11,Finance,VLAN 30,10.1.30.57,FTP,791.67,Permit,Wired
2026-03-10 19:29:57,2026-03-10,Staff,VLAN 30,10.1.30.165,HTTP,45.35,Permit,Wired
2026-03-04 16:56:41,2026-03-04,IT,VLAN 20,10.1.20.47,SSH,4.68,Deny,Wired
2026-03-05 17:15:12,2026-03-05,Guest,VLAN 40,10.1.40.131,SMB,380.57,Deny,Wi-Fi
2026-02-12 13:53:17,2026-02-12,Guest,VLAN 40,10.1.40.108,FTP,397.01,Deny,Wi-Fi
2026-02-16 13:53:38,2026-02-16,Finance,VLAN 30,10.1.30.52,HTTPS,125.18,Permit,Wired
2026-02-17 01:56:58,2026-02-17,Staff,VLAN 30,10.1.30.158,HTTPS,276.99,Permit,Wi-Fi
2026-02-15 07:26:08,2026-02-15,Staff,VLAN 30,10.1.30.141,HTTP,21.63,Permit,Wi-Fi
2026-02-24 06:35:12,2026-02-24,IT,VLAN 20,10.1.20.16,DNS,37.07,Permit,Wired
2026-03-03 12:21:35,2026-03-03,HR,VLAN 30,10.1.30.43,HTTPS,360.0,Deny,Wi-Fi
2026-02-21 23:55:25,2026-02-21,IT,VLAN 20,10.1.20.32,SMB,485.69,Permit,Wi-Fi
2026-03-05 19:17:17,2026-03-05,Guest,VLAN 40,10.1.40.111,HTTP,36.37,Deny,Wi-Fi
2026-03-01 19:07:04,2026-03-01,HR,VLAN 30,10.1.30.34,FTP,43.95,Deny,Wi-Fi
2026-02-11 11:55:54,2026-02-11,Finance,VLAN 30,10.1.30.90,DNS,35.8,Permit,Wired
2026-02-11 07:12:56,2026-02-11,Staff,VLAN 30,10.1.30.151,DNS,14.91,Permit,Wired
2026-03-04 23:57:40,2026-03-04,HR,VLAN 30,10.1.30.33,HTTPS,755.34,Permit,Wi-Fi
2026-03-04 08:33:57,2026-03-04,Staff,VLAN 30,10.1.30.179,HTTPS,645.05,Permit,Wi-Fi
2026-02-14 05:18:45,2026-02-14,Finance,VLAN 30,10.1.30.56,DNS,29.33,Permit,Wired
2026-03-08 05:33:25,2026-03-08,Guest,VLAN 40,10.1.40.117,FTP,808.14,Deny,Wi-Fi
